activity_type,date_posted,year,activity_title,equipmend_used,indoor_outdoor,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_cadence,max_cadence,avg_pace,best_pace,elev_gain,elev_loss
running,25/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,0.18,20,01:30.8,137,141,1.1,170,186,08:19,05:34,--,--
running,24/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.03,501,38:15:00,137,155,2.5,175,182,07:37,06:45,258,258
cycling,23/08/2016,2016,Indoor cycling,Spinner Bike,indoor,0,110,32:32:00,87,110,1,--,--,--,--,--,--
running,22/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.1,674,50:23:00,139,160,2.8,173,180,08:15,06:56,276,274
running,21/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.04,438,31:02:00,141,154,2.7,176,185,07:41,06:15,199,175
running,20/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.22,813,51:43:00,153,171,3.7,175,190,07:10,05:56,281,398
running,18/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.9,427,33:08:00,140,180,2.4,181,205,06:45,04:26,109,114
running,17/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.06,410,30:19:00,139,159,2.5,172,180,07:28,06:36,186,181
running,16/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.19,447,30:24:00,147,166,3.1,172,181,07:16,06:13,252,249
running,15/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.13,456,33:23:00,139,154,2.7,173,180,08:04,07:30,157,158
strength_training,13/08/2016,2016,Strength Training,none,indoor,0,282,30:17:00,116,148,1.7,--,--,--,--,--,--
strength_training,12/08/2016,2016,Strength Training,none,indoor,0,186,45:09:00,92,116,1,--,--,--,--,--,--
running,11/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.02,794,50:30:00,153,166,3.8,172,180,07:12,06:23,258,259
strength_training,10/08/2016,2016,Strength Training,none,indoor,0,462,47:34:00,119,144,2,--,--,--,--,--,--
strength_training,09/08/2016,2016,Strength Training,none,indoor,0,542,56:12:00,121,151,2,--,--,--,--,--,--
strength_training,08/08/2016,2016,Strength Training,none,indoor,0,857,01:27:28,126,158,2.2,--,--,--,--,--,--
strength_training,07/08/2016,2016,Strength Training,none,indoor,0,303,37:14:00,112,147,1.7,--,--,--,--,--,--
strength_training,06/08/2016,2016,Strength Training,none,indoor,0,279,37:34:00,108,139,1.5,--,--,--,--,--,--
strength_training,04/08/2016,2016,Strength Training,none,indoor,0,332,39:05:00,118,145,1.7,--,--,--,--,--,--
running,04/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6,773,51:17:00,153,177,3.1,172,202,08:33,05:04,303,308
running,03/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.21,638,44:39:00,145,166,3.2,170,178,07:11,06:28,191,174
strength_training,03/08/2016,2016,Strength Training,none,indoor,0,282,37:10:00,107,144,1.5,--,--,--,--,--,--
strength_training,02/08/2016,2016,Strength Training,none,indoor,0,243,34:10:00,106,140,1.5,--,--,--,--,--,--
strength_training,01/08/2016,2016,Strength Training,none,indoor,0,280,36:52:00,109,138,1.6,--,--,--,--,--,--
strength_training,31/07/2016,2016,Strength Training,none,indoor,0,373,39:28:00,117,151,2,--,--,--,--,--,--
strength_training,30/07/2016,2016,Strength Training,none,indoor,0,443,49:59:00,120,149,2.1,--,--,--,--,--,--
strength_training,29/07/2016,2016,Strength Training,none,indoor,0,398,41:52:00,119,146,1.8,--,--,--,--,--,--
running,28/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.69,570,38:03:00,151,172,3,174,186,06:42,05:52,239,251
running,27/07/2016,2016,East Berwickshire Ward Running,Adidas Running Trainers,outdoor,4.38,536,31:00:00,166,182,3.7,170,203,07:04,05:07,202,209
strength_training,27/07/2016,2016,Strength Training,none,indoor,0,113,30:34:00,88,110,1,--,--,--,--,--,--
strength_training,26/07/2016,2016,Strength Training,none,indoor,0,416,39:43:00,123,153,2.1,--,--,--,--,--,--
strength_training,25/07/2016,2016,Strength Training,none,indoor,0,470,50:53:00,121,149,2.2,--,--,--,--,--,--
strength_training,24/07/2016,2016,Strength Training,none,indoor,0,429,40:23:00,126,148,2.1,--,--,--,--,--,--
running,24/07/2016,2016,Hepburn Running,Adidas Running Trainers,outdoor,0.03,7,00:47.2,119,122,1.1,103,122,27:41:00,20:59,--,--
running,24/07/2016,2016,Hepburn Running,Adidas Running Trainers,outdoor,4.25,487,30:30:00,155,173,3.3,172,178,07:11,06:05,529,531
strength_training,23/07/2016,2016,Strength Training,none,indoor,0,475,39:18:00,133,158,2.4,--,--,--,--,--,--
cycling,21/07/2016,2016,Indoor cycling,Spinner Bike,indoor,0,208,31:44:00,106,125,1.1,--,--,--,--,--,--
running,21/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.36,631,37:18:00,160,171,3.8,171,186,06:58,06:02,216,210
strength_training,20/07/2016,2016,Strength Training,none,indoor,0,490,54:43:00,122,149,2.3,--,--,--,--,--,--
strength_training,19/07/2016,2016,Strength Training,none,indoor,0,513,41:42:00,132,158,2.8,--,--,--,--,--,--
running,19/07/2016,2016,Walk with Keighley,Adidas Running Trainers,outdoor,1.68,150,31:17:00,--,--,0,109,122,18:37,15:22,38,35
strength_training,18/07/2016,2016,Strength Training,none,indoor,0,394,42:40:00,121,163,2,--,--,--,--,--,--
strength_training,16/07/2016,2016,Strength Training,none,indoor,0,505,53:38:00,122,154,2.4,--,--,--,--,--,--
strength_training,15/07/2016,2016,Strength Training,none,indoor,0,451,39:12:00,129,156,2.3,--,--,--,--,--,--
strength_training,14/07/2016,2016,Strength Training,none,indoor,0,186,32:40:00,102,123,1.1,--,--,--,--,--,--
running,14/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.84,423,33:17:00,141,170,2.2,172,205,06:53,04:07,162,189
strength_training,13/07/2016,2016,Strength Training,none,indoor,0,470,43:41:00,128,155,2.3,--,--,--,--,--,--
strength_training,12/07/2016,2016,Strength Training,none,indoor,0,438,39:18:00,131,159,2.5,--,--,--,--,--,--
strength_training,11/07/2016,2016,Strength Training,none,indoor,0,446,39:12:00,128,154,2.2,--,--,--,--,--,--
running,10/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.19,828,52:19:00,153,167,3.6,171,178,07:17,05:59,285,274
strength_training,09/07/2016,2016,Strength Training,none,indoor,0,526,42:26:00,134,159,2.6,--,--,--,--,--,--
strength_training,08/07/2016,2016,Strength Training,none,indoor,0,474,37:54:00,136,161,2.8,--,--,--,--,--,--
strength_training,07/07/2016,2016,Strength Training,none,indoor,0,142,32:46:00,93,116,1,--,--,--,--,--,--
strength_training,06/07/2016,2016,Strength Training,none,indoor,0,505,39:17:00,137,164,2.6,--,--,--,--,--,--
running,06/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,1.3,133,07:27.4,171,181,2.3,177,202,05:44,01:42,82,69
running,06/07/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,1.08,118,08:18.8,141,156,1.7,163,200,07:41,04:40,20,27
strength_training,05/07/2016,2016,Strength Training,none,indoor,0,504,41:47:00,133,160,2.6,--,--,--,--,--,--
strength_training,04/07/2016,2016,Strength Training,none,indoor,0,239,25:26:00,117,156,1.8,--,--,--,--,--,--
strength_training,03/07/2016,2016,Strength Training,none,indoor,0.41,281,26:19:00,125,158,2,--,--,0.9,3.2,13,7
running,02/07/2016,2016,Ord Running,Adidas Running Trainers,outdoor,6.21,699,44:55:00,150,167,3.4,171,178,07:14,06:45,312,374
cycling,01/07/2016,2016,Spinning,Spinner Bike,indoor,0,635,44:23:00,143,166,3.1,--,--,--,--,--,--
running,30/06/2016,2016,Berwick-upon-Tweed Cycling,Adidas Running Trainers,outdoor,3.09,340,19:30,165,177,3.2,--,--,06:18,04:59,222,221
cycling,29/06/2016,2016,Spinning,Spinner Bike,indoor,0,611,44:10:00,138,171,3.1,--,--,--,--,--,--
cycling,27/06/2016,2016,Spinning,Spinner Bike,indoor,0,599,42:52:00,140,168,3.1,--,--,--,--,--,--
running,26/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.26,358,23:26,146,160,3,171,178,07:11,06:41,123,122
running,25/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.06,427,29:10:00,145,166,3,170,176,07:11,06:40,197,172
cycling,22/06/2016,2016,Brougham Cycling,Scott Road Bike,outdoor,2.15,134,16:44,--,--,0,--,--,7.7,21.8,167,184
cycling,21/06/2016,2016,Brougham Cycling,Scott Road Bike,outdoor,1.46,72,09:22.4,--,--,0,--,--,9.4,21.1,113,115
running,19/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,8.15,966,59:16:00,155,169,4.3,172,176,07:16,06:35,396,391
cycling,18/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0.11,665,42:29:00,149,174,3.8,122,127,0.2,3.8,--,--
cycling,17/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0.48,622,41:16:00,144,175,3.5,--,--,0.7,1.5,--,4
running,16/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.02,566,39:42:00,147,178,3,174,202,06:36,04:33,220,227
cycling,15/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0.34,655,45:58:00,142,167,3.6,--,--,0.4,--,--,--
running,14/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.04,430,28:36:00,147,167,3.1,170,180,07:04,06:29,205,205
cycling,13/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0.06,518,40:34:00,133,160,2.7,121,122,0.1,3.8,--,--
running,12/06/2016,2016,Bamburgh Running,Adidas Running Trainers,outdoor,6.2,700,38:48:00,170,180,4.7,175,190,06:15,04:38,161,181
running,10/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.12,674,46:48:00,143,161,3.1,173,178,07:39,06:54,165,164
running,09/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.17,316,27:14:00,146,182,3.4,170,207,06:32,03:37,32,27
cycling,08/06/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,0.01,--,00:00.7,98,98,1,--,--,41.4,28.8,--,--
cycling,08/06/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,0.03,--,00:02.8,100,101,1,--,--,36.9,34.7,--,--
cycling,08/06/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,0.09,55,08:38.6,104,155,3.2,--,--,0.6,4.6,--,--
running,07/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.14,560,38:02:00,145,166,0,--,--,07:24,05:44,230,216
cycling,06/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0,527,40:38:00,136,172,0,--,--,--,--,--,--
running,04/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.21,707,45:22:00,150,167,0,--,--,07:18,05:28,178,178
cycling,03/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0,613,43:27:00,140,164,0,--,--,--,--,--,--
running,02/06/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.1,702,42:00:00,158,173,0,--,--,06:53,05:25,315,333
cycling,01/06/2016,2016,Indoor cycling,Spinner Bike,indoor,0,601,45:16:00,136,166,0,--,--,--,--,--,--
cycling,31/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0,533,43:14:00,130,160,0,--,--,--,--,--,--
running,30/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.65,502,33:40:00,146,166,0,--,--,07:14,05:49,169,165
cycling,27/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0,603,42:41:00,140,162,0,--,--,--,--,--,--
running,26/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.1,340,19:41,166,184,0,--,--,06:21,03:40,231,217
running,25/05/2016,2016,Running,Adidas Running Trainers,outdoor,0,593,43:00:00,138,164,0,--,--,--,--,--,--
cycling,23/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0,623,46:43:00,137,168,0,--,--,--,--,--,--
running,21/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.4,576,31:59:00,--,--,0,--,--,07:16,04:14,258,257
running,19/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.54,560,37:37:00,152,173,0,--,--,06:47,01:39,233,247
cycling,18/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0,654,46:51:00,143,170,0,--,--,--,--,--,--
running,17/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.14,663,43:38:00,153,179,0,--,--,07:07,05:44,196,194
running,10/05/2016,2016,East Berwickshire Ward Running,Adidas Running Trainers,outdoor,13.26,"1,369",01:45:55,146,164,0,--,--,07:59,05:52,666,762
running,09/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.17,666,45:47:00,145,166,0,--,--,07:25,05:19,173,169
cycling,06/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0,589,45:55:00,135,166,0,--,--,--,--,--,--
running,05/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.52,310,20:40,151,175,0,--,--,05:52,00:43,59,26
running,05/05/2016,2016,Spinning,Adidas Running Trainers,outdoor,0.77,651,45:01:00,144,167,0,--,--,58:26:00,06:11,--,--
cycling,04/05/2016,2016,Indoor cycling,Spinner Bike,indoor,0.25,591,43:56:00,139,169,0,--,--,0.3,22.8,8,19
running,02/05/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.13,828,50:21:00,159,178,0,--,--,07:04,05:14,237,372
cycling,30/04/2016,2016,Indoor cycling,Spinner Bike,indoor,0.12,686,44:29:00,150,171,0,--,--,0.2,2,--,--
running,30/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.61,417,24:58:00,159,170,0,--,--,06:55,05:17,182,129
cycling,29/04/2016,2016,Indoor cycling,Spinner Bike,indoor,0,664,48:20:00,140,172,0,--,--,--,--,--,--
running,27/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.32,461,30:37:00,148,173,0,--,--,07:05,05:40,238,239
cycling,27/04/2016,2016,Indoor cycling,Spinner Bike,indoor,0,597,42:46:00,140,168,0,--,--,--,--,--,--
cycling,25/04/2016,2016,Indoor cycling,Spinner Bike,indoor,0,564,47:57:00,130,156,0,--,--,--,--,--,--
running,24/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.42,503,31:13:00,154,179,0,--,--,07:04,05:17,173,185
running,23/04/2016,2016,Ord Running,Adidas Running Trainers,outdoor,4.09,441,28:53:00,150,165,0,--,--,07:04,04:22,188,168
cycling,22/04/2016,2016,Indoor cycling,Spinner Bike,indoor,0,564,38:16:00,145,168,0,--,--,--,--,--,--
running,21/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.05,561,35:19:00,154,165,0,--,--,07:00,04:46,241,240
running,20/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.12,443,28:34:00,152,168,0,--,--,06:56,03:54,232,233
cycling,20/04/2016,2016,Indoor cycling,Spinner Bike,indoor,17.9,696,47:09:00,148,176,0,--,--,22.8,--,--,--
cycling,18/04/2016,2016,Indoor cycling,Spinner Bike,indoor,16.8,643,45:03:00,143,168,0,--,--,22.4,--,--,--
cycling,15/04/2016,2016,Indoor cycling,Spinner Bike,indoor,10.25,464,28:28:00,155,170,0,--,--,21.6,3.7,--,--
cycling,13/04/2016,2016,Indoor cycling,Spinner Bike,indoor,16.5,614,44:05:00,140,169,0,--,--,22.5,--,--,--
cycling,11/04/2016,2016,Indoor cycling,Spinner Bike,indoor,17.1,618,43:10:00,144,169,0,--,--,23.8,--,--,--
running,10/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.04,567,36:14:00,153,167,0,--,--,07:11,03:57,207,280
cycling,08/04/2016,2016,Indoor cycling,Spinner Bike,indoor,16.2,631,44:31:00,144,169,0,--,--,21.8,--,--,--
running,07/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.03,651,40:56:00,158,171,0,--,--,06:47,04:43,302,306
cycling,06/04/2016,2016,Indoor cycling,Spinner Bike,indoor,17.1,651,44:27:00,146,173,0,--,--,23.1,--,--,--
cycling,04/04/2016,2016,Indoor cycling,Spinner Bike,indoor,16.6,664,41:51:00,154,173,0,--,--,23.8,--,--,--
running,03/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.02,558,35:53:00,154,168,0,--,--,07:09,05:17,248,240
running,02/04/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,8.22,971,58:23:00,158,171,0,--,--,07:06,05:01,235,351
cycling,28/03/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,18.32,"1,112",01:05:36,175,253,0,--,--,16.8,32,"1,128","1,131"
cycling,27/03/2016,2016,Rollers,Spinner Bike,indoor,15.08,423,42:01:00,125,156,0,--,--,21.5,36.1,--,--
cycling,25/03/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,39.31,"2,018",02:15:03,160,253,0,--,--,17.5,30.5,"1,237","1,235"
running,24/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.87,650,44:01:00,153,176,0,--,--,06:24,00:31,201,230
running,22/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.84,415,28:01:00,146,157,0,--,--,07:17,05:29,188,177
running,21/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.14,664,44:12:00,156,178,0,--,--,07:12,05:30,155,155
cycling,20/03/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,28.34,"1,295",01:34:46,151,170,0,--,--,17.9,29.7,"1,141","1,144"
running,18/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.17,454,30:27:00,151,168,0,--,--,07:18,05:16,273,269
running,17/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.36,733,49:17:00,154,173,0,--,--,07:45,04:43,162,157
running,15/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.09,444,29:14:00,152,170,0,--,--,07:08,05:42,160,160
cycling,14/03/2016,2016,Rollers,Spinner Bike,indoor,15.05,569,42:01:00,150,170,0,--,--,21.5,27.8,--,--
cycling,13/03/2016,2016,Rollers,Spinner Bike,indoor,12.35,508,35:03:00,157,174,0,--,--,21.1,28.4,--,--
running,10/03/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.08,607,36:55:00,163,181,0,--,--,07:16,00:26,170,126
cycling,08/03/2016,2016,Rollers,Spinner Bike,indoor,10.51,393,30:06:00,147,166,0,--,--,20.9,30.2,--,--
cycling,07/03/2016,2016,Rollers,Spinner Bike,indoor,13.51,533,40:01:00,149,174,0,--,--,20.3,28.1,--,--
cycling,29/02/2016,2016,Rollers,Spinner Bike,indoor,11.06,418,31:01:00,150,169,0,--,--,21.4,30.4,--,--
running,25/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.04,628,40:54:00,159,181,0,--,--,06:46,03:28,209,189
strength_training,24/02/2016,2016,Strength Training,none,indoor,0,148,20:00,--,--,0,--,--,--,--,--,--
running,23/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.68,499,35:07:00,146,165,0,--,--,07:30,00:25,162,160
cycling,21/02/2016,2016,Rollers,Spinner Bike,indoor,11.1,380,30:14:00,143,166,0,--,--,22,29.3,--,--
cycling,20/02/2016,2016,Rollers,Spinner Bike,indoor,15.13,556,42:46:00,146,173,0,--,--,21.2,30.2,--,--
running,18/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.16,672,45:27:00,156,175,0,--,--,07:23,04:55,168,167
running,17/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.49,485,34:47:00,146,159,0,--,--,07:45,00:50,128,149
running,14/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.13,409,30:19:00,147,165,0,--,--,07:20,04:05,193,204
cycling,13/02/2016,2016,Rollers,Spinner Bike,indoor,20.67,750,01:00:08,143,167,0,--,--,20.6,29.5,--,--
running,11/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.07,793,53:51:00,159,178,0,--,--,07:37,00:25,404,382
cycling,09/02/2016,2016,Rollers,Spinner Bike,indoor,12.12,438,33:16:00,148,169,0,--,--,21.9,29.6,--,--
running,08/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.54,368,26:40:00,154,172,0,--,--,07:32,05:21,146,148
cycling,07/02/2016,2016,Rollers,Spinner Bike,indoor,15.1,546,41:42:00,147,174,0,--,--,21.7,29.5,--,--
running,04/02/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.89,723,43:35:00,171,181,0,--,--,07:24,05:29,268,251
cycling,02/02/2016,2016,Rollers,Spinner Bike,indoor,16.14,593,45:24:00,147,175,0,--,--,21.3,29.6,--,--
cycling,31/01/2016,2016,Indoor cycling,Spinner Bike,indoor,17.52,633,43:37:00,156,175,0,--,--,24.1,--,--,--
cycling,31/01/2016,2016,Rollers,Spinner Bike,indoor,12.61,506,35:21:00,156,170,0,--,--,21.4,28.6,--,--
cycling,26/01/2016,2016,Rollers,Spinner Bike,indoor,13.02,456,36:06:00,144,162,0,--,--,21.6,28.7,--,--
cycling,24/01/2016,2016,Rollers,Spinner Bike,indoor,15.06,528,41:45:00,144,170,0,--,--,21.6,29.1,--,--
cycling,23/01/2016,2016,Rollers,Spinner Bike,indoor,21.51,796,01:00:44,147,171,0,--,--,21.3,31.8,--,--
cycling,21/01/2016,2016,Rollers,Spinner Bike,indoor,13.03,479,35:29:00,150,170,0,--,--,22,29.5,--,--
cycling,19/01/2016,2016,Rollers,Spinner Bike,indoor,16.24,536,42:35:00,143,165,0,--,--,22.9,33.5,--,--
cycling,17/01/2016,2016,Indoor cycling,Spinner Bike,indoor,18.14,696,49:12:00,155,176,0,--,--,22.1,--,--,--
running,17/01/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.43,482,31:34:00,163,176,0,--,--,07:07,05:12,249,247
